State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population,Service total
Georgia,Houston,17041,10.8,0,0,0,0,155317,0
Georgia,Irwin,1720,20.9,0,0,0,0,9379,0
Georgia,Jackson,6883,9.1,0,0,0,0,70467,0
Georgia,Jasper,2015,14,0,0,0,0,14074,0
Georgia,JeffDavis,3003,20,0,0,0,0,15063,0
Georgia,Jefferson,3101,21.1,0,0,0,0,15489,0
Georgia,Jenkins,2111,28,0,0,0,0,8787,0
Georgia,Johnson,2059,25.9,0,0,0,0,9717,0
Georgia,Jones,3285,11.6,0,0,0,0,28622,0
Georgia,Lamar,2504,13.8,0,0,0,0,18834,0
Georgia,Lanier,2046,19.6,0,0,0,0,10534,0
Georgia,Laurens,9611,20.7,0,0,0,0,47404,0
Georgia,Lee,2947,10.1,0,0,0,0,29735,0
Georgia,Liberty,8886,14.7,0,0,0,0,62039,0
Georgia,Lincoln,1310,16.5,0,0,0,0,7929,0
Georgia,Long,3303,16.7,0,0,0,0,19236,0
Georgia,Lowndes,22695,20.3,0,0,0,0,116436,0
Georgia,Lumpkin,3896,12.5,0,0,0,0,33009,0
Georgia,Macon,3362,31.1,0,0,0,0,13107,0
Georgia,Madison,4366,14.5,0,0,0,0,29624,0
Georgia,Marion,1736,20.6,0,0,0,0,8450,0
Georgia,McDuffie,3490,16.7,0,0,0,0,21404,0
Georgia,McIntosh,2847,19.9,0,0,0,0,14217,0
Georgia,Meriwether,4617,22.1,0,0,0,0,21080,0
Georgia,Miller,1091,19.8,0,0,0,0,5725,0
Georgia,Mitchell,7426,38.2,0,0,0,0,22072,0
Georgia,Monroe,3447,12.8,0,0,0,0,27455,0
Georgia,Montgomery,1577,19.3,0,0,0,0,9069,0
Georgia,Morgan,2251,11.6,0,0,0,0,18832,0
Georgia,Murray,6319,15.9,0,0,0,0,39789,0
Georgia,Muscogee,40029,21.1,0,0,0,0,195418,0
Georgia,Newton,15997,14.4,0,0,0,0,109835,0
Georgia,Oconee,2468,6,0,0,0,0,39194,0
Georgia,Oglethorpe,2022,13.4,0,0,0,0,15040,0
Georgia,Paulding,12612,7.3,0,0,0,0,164440,0
Georgia,Peach,5114,19.2,0,0,0,0,27502,0
Georgia,Pickens,3423,10.5,0,0,0,0,32002,0
Georgia,Pierce,3196,16.5,0,0,0,0,19336,0
Georgia,Pike,1902,10.1,0,0,0,0,18565,0
Georgia,Polk,6912,16.3,0,0,0,0,42251,0
Georgia,Pulaski,2027,20.4,0,0,0,0,11185,0
Georgia,Putnam,3648,16.3,0,0,0,0,21906,0
Georgia,Quitman,523,23.1,0,0,0,0,2290,0
Georgia,Rabun,2341,13.8,0,0,0,0,16859,0
Georgia,Randolph,1749,27.4,0,0,0,0,6888,0
Georgia,Richmond,48382,25.5,0,0,0,0,202178,0
Georgia,Rockdale,11464,12.7,0,0,0,0,90155,0
Georgia,Schley,779,15,0,0,0,0,5215,0
Georgia,Screven,2793,20.7,0,0,0,0,13977,0
Georgia,Seminole,1832,22.9,0,0,0,0,8218,0
Georgia,Spalding,11835,17.9,0,0,0,0,66043,0
Georgia,Stephens,4297,16.9,0,0,0,0,25934,0
Georgia,Stewart,1561,31.3,0,0,0,0,6446,0
Georgia,Sumter,6726,24.3,0,0,0,0,29714,0
Georgia,Talbot,1274,20.8,0,0,0,0,6245,0
Georgia,Taliaferro,362,23.2,0,0,0,0,1596,0
Georgia,Tattnall,4330,20.7,0,0,0,0,25392,0
Georgia,Taylor,1831,23.2,0,0,0,0,8126,0
Georgia,Telfair,3774,29.9,0,0,0,0,15871,0
Georgia,Terrell,2287,27.8,0,0,0,0,8654,0
Georgia,Thomas,7072,16.2,0,0,0,0,44545,0
Georgia,Tift,7999,20.5,0,0,0,0,40590,0
Georgia,Toombs,5919,22.2,0,0,0,0,26947,0
Georgia,Towns,1455,13.2,0,0,0,0,11815,0
Georgia,Treutlen,1501,23.4,0,0,0,0,6787,0
Georgia,Troup,11136,16.4,0,0,0,0,70095,0
Georgia,Turner,1667,22.2,0,0,0,0,7920,0
Georgia,Twiggs,1593,20,0,0,0,0,8195,0
Georgia,Union,3219,12.9,0,0,0,0,23999,0
Georgia,Upson,3969,15.2,0,0,0,0,26329,0
Georgia,Walker,9650,14.1,0,0,0,0,69398,0
Georgia,Walton,10898,11.4,0,0,0,0,93284,0
Georgia,Ware,8660,26,0,0,0,0,35745,0
Georgia,Warren,1204,23.4,0,0,0,0,5259,0
Georgia,Washington,3887,21.3,0,0,0,0,20316,0
Georgia,Wayne,5497,19.7,0,0,0,0,29959,0
Georgia,Webster,482,18.6,0,0,0,0,2587,0
Georgia,Wheeler,1864,35.6,0,0,0,0,7897,0
Georgia,White,3778,12.5,0,0,0,0,29962,0
Georgia,Whitfield,13347,13,0,0,0,0,104122,0
Georgia,Wilcox,1851,27.9,0,0,0,0,8701,0
Georgia,Wilkes,1919,20.2,0,0,0,0,9797,0
Georgia,Wilkinson,1732,20.1,0,0,0,0,8945,0
Georgia,Worth,3590,18.2,0,0,0,0,20346,0
Hawaii,Hawaii,24301,12.2,0,1,0,0,201350,1
Hawaii,Honolulu,74186,8,0,3,0,1,979682,6
Hawaii,Kalawao,9,10,0,0,0,0,436,0
Hawaii,Kauai,7005,9.9,0,0,0,0,71949,0
Hawaii,Maui,15690,9.5,0,2,0,1,166657,5
Idaho,Ada,37356,7.7,1,1,0,2,469473,6
Idaho,Adams,606,13.7,0,0,0,0,4200,0
Idaho,Bannock,10592,12.2,1,0,0,0,86742,-1
Idaho,BearLake,579,9.5,0,0,0,0,6054,0
Idaho,Benewah,1167,12.5,0,0,0,0,9231,0
Idaho,Bingham,5207,11.1,0,0,0,0,46246,0
Idaho,Blaine,1603,6.9,0,0,0,0,22729,0
Idaho,Boise,919,11.5,0,0,0,0,7625,0
Idaho,Bonner,5859,12.6,0,1,0,0,44688,1
Idaho,Bonneville,11709,9.7,1,0,0,0,116970,-1
Idaho,Boundary,1758,14,0,1,0,0,12156,1
Idaho,Butte,373,14.2,0,0,0,0,2603,0
Idaho,Camas,94,8.3,0,0,0,0,1069,0
Idaho,Canyon,24648,10.6,0,2,0,0,223890,2
Idaho,Caribou,556,7.9,0,0,0,0,7028,0
Idaho,Cassia,2425,10.1,0,0,0,0,23847,0
Idaho,Clark,99,11.6,0,0,0,0,885,0
Idaho,Clearwater,1129,14,0,0,0,0,8735,0
Idaho,Custer,538,12.7,0,0,0,0,4193,0
Idaho,Elmore,3132,11.7,0,0,0,0,27043,0
Idaho,Franklin,1078,7.7,0,0,0,0,13736,0
Idaho,Fremont,1600,12.6,0,0,0,0,13111,0
Idaho,Gem,2036,11,0,0,0,0,17771,0
Idaho,Gooding,1747,11.2,0,0,0,0,15280,0
Idaho,Idaho,2138,13.1,1,0,0,0,16511,-1
Idaho,Jefferson,2586,8.5,0,0,0,0,29238,0
Idaho,Jerome,2990,12.3,0,0,0,0,24074,0
Idaho,Kootenai,14595,8.6,2,1,0,0,161676,-1
Idaho,Latah,5840,15.3,0,1,0,0,40052,1
Idaho,Lemhi,1222,15.3,1,0,0,0,7929,-1
Idaho,Lewis,492,12.9,1,0,0,0,3850,-1
Idaho,Lincoln,602,11.4,0,0,0,0,5342,0
Idaho,Madison,5659,14.3,0,0,0,0,39725,0
Idaho,Minidoka,2940,14,0,0,0,0,20817,0
Idaho,Nez Perce,4597,11.6,0,2,0,0,40468,2
Idaho,Oneida,431,9.7,0,0,0,0,4429,0
Idaho,Owyhee,1630,13.6,0,0,0,0,11724,0
Idaho,Payette,2824,11.5,0,0,0,0,23705,0
Idaho,Power,942,12.4,0,0,0,0,7635,0
Idaho,Shoshone,1832,14.4,1,0,0,0,12700,-1
Idaho,Teton,921,7.4,0,0,0,0,11776,0
Idaho,Twin Falls,9684,11.1,0,1,0,1,86198,4
Idaho,Valley,1013,8.7,0,0,0,0,11085,0
Idaho,Washington,1448,14.2,0,0,0,0,10128,0
Illinois,Adams,6735,10.7,1,1,0,0,65670,0
Illinois,Alexander,1312,24.2,0,0,0,0,6011,0
Illinois,Bond,1586,10.8,1,0,0,0,16520,-1
Illinois,Boone,3559,6.8,0,0,0,0,53293,0
Illinois,Brown,757,16.7,0,0,0,0,6599,0
Illinois,Bureau,3191,10,0,0,0,0,32878,0
Illinois,Calhoun,418,9.2,0,0,0,0,4782,0
Illinois,Carroll,1463,10.5,0,0,0,0,14398,0
Illinois,Cass,1425,12.2,0,0,0,0,12324,0
Illinois,Champaign,29150,15.1,1,1,0,2,210006,6
Illinois,Christian,3003,9.9,1,0,0,0,32705,-1
Illinois,Clark,1563,10.4,1,0,0,0,15602,-1
Illinois,Clay,1712,13.3,1,0,0,0,13217,-1
Illinois,Clinton,2501,7.1,0,0,0,0,37549,0
Illinois,Coles,8284,17.5,1,1,0,0,51065,0
Illinois,Cook,646192,12.9,0,16,0,13,5169517,55
Illinois,Crawford,1876,11,0,0,0,0,18833,0
Illinois,Cumberland,931,8.9,0,0,0,0,10787,0
Illinois,DeWitt,1489,9.9,0,0,0,0,15764,0
Illinois,DeKalb,10691,10.8,0,1,0,0,104588,1
Illinois,Douglas,1576,8.2,0,0,0,0,19551,0
Illinois,DuPage,53259,5.9,0,7,0,3,926005,16
Illinois,Edgar,1933,11.7,1,0,0,0,17272,-1
Illinois,Edwards,676,10.7,0,0,0,0,6431,0
Illinois,Effingham,3128,9.3,0,1,0,0,34151,1
Illinois,Fayette,2884,14.7,0,1,0,0,21418,1
Illinois,Ford,1180,9.5,0,0,0,0,13155,0
Illinois,Franklin,5795,15.5,0,0,0,0,38688,0
Illinois,Fulton,4091,13.2,0,1,0,0,34654,1
Illinois,Gallatin,743,15.6,0,0,0,0,4983,0
Illinois,Greene,1641,13.3,0,0,0,0,12988,0
Illinois,Grundy,3009,5.9,0,1,0,0,50798,1
Illinois,Hamilton,1040,13,0,0,0,0,8151,0
Illinois,Hancock,1918,11.2,1,0,0,0,17820,-1
Illinois,Hardin,684,18,0,0,0,0,3890,0
Illinois,Henderson,687,10.6,0,0,0,0,6737,0
Illinois,Henry,4583,9.6,0,0,0,0,49032,0
Illinois,Iroquois,2923,11.2,0,0,0,0,27437,0
Illinois,Jackson,9154,17.2,0,2,0,0,57517,2
Illinois,Jasper,898,9.6,0,0,0,0,9547,0
Illinois,Jefferson,4369,12.5,0,0,0,0,37774,0
Illinois,Jersey,1775,8.5,0,0,0,0,21776,0
Illinois,Jo Daviess,1906,9.1,0,0,0,0,21429,0
Illinois,Johnson,1645,14.9,0,0,0,0,12391,0
Illinois,Kane,38218,7.3,0,3,0,1,531756,6
Illinois,Kankakee,14004,13.6,1,1,0,0,109924,0
Illinois,Kendall,5078,3.9,0,0,0,0,127583,0
Illinois,Knox,6027,13.4,1,0,0,0,50052,-1
Illinois,LaSalle,11840,11.4,0,1,0,0,108998,1
Illinois,Lake,46919,7,1,5,0,0,699682,4
Illinois,Lawrence,2147,16.5,0,0,0,0,15830,0
Illinois,Lee,3247,10.6,0,0,0,0,34204,0
Illinois,Livingston,3274,9.9,0,1,0,0,35757,1
Illinois,Logan,2812,11.6,1,0,0,0,28818,-1
Illinois,Macon,12674,12.8,0,1,0,1,104688,4
Illinois,Macoupin,4707,10.8,0,0,0,0,45243,0
Illinois,Madison,28469,11,0,4,0,1,264403,7
Illinois,Marion,5125,14.2,0,2,0,0,37524,2
Illinois,Marshall,1025,9.3,0,0,0,0,11562,0
Illinois,Mason,1728,13.4,0,0,0,0,13486,0
Illinois,Massac,1978,14.8,1,0,0,0,14041,-1
Illinois,McDonough,4363,16.8,1,0,0,0,30107,-1
Illinois,McHenry,18998,6.3,0,2,0,0,307291,2
Illinois,McLean,17168,10.7,1,1,0,0,172164,0
Illinois,Menard,937,7.9,0,0,0,0,12261,0
Illinois,Mercer,1317,8.8,0,0,0,0,15503,0
Illinois,Monroe,1400,4.1,0,1,0,0,34444,1
Illinois,Montgomery,3436,13.5,1,0,0,0,28598,-1
Illinois,Morgan,3755,12.4,0,1,0,0,34012,1
Illinois,Moultrie,1265,9.1,0,0,0,0,14557,0
Illinois,Ogle,4132,8.3,0,0,0,0,50793,0
Illinois,Peoria,24583,14.2,0,2,0,1,181111,5
Illinois,Perry,2732,15.1,0,0,0,0,21092,0
Illinois,Piatt,1034,6.4,0,0,0,0,16412,0
Illinois,Pike,1983,13.5,0,0,0,0,15571,0
Illinois,Pope,630,15.6,0,0,0,0,4177,0
Illinois,Pulaski,1056,20.4,0,0,0,0,5414,0
Illinois,Putnam,413,7.3,0,0,0,0,5720,0
Illinois,Randolph,3251,12,1,1,0,0,31973,0
Illinois,Richland,1794,11.9,1,0,0,0,15677,-1
Illinois,RockIsland,18365,13.5,0,1,0,0,142801,1
Illinois,Saline,3414,15.3,0,0,0,0,23735,0
Illinois,Sangamon,24310,12.8,1,0,0,1,195963,2
Illinois,Schuyler,778,11.7,0,1,0,0,6897,1
Illinois,Scott,525,10.8,0,0,0,0,4982,0
Illinois,Shelby,1879,8.9,1,0,0,0,21623,-1
Illinois,St.Clair,35007,13.8,0,0,0,1,261186,3
Illinois,Stark,558,10.8,0,0,0,0,5393,0
Illinois,Stephenson,4794,11.2,0,1,0,0,44683,1
Illinois,Tazewell,9695,7.6,0,1,0,0,132524,1
Illinois,Union,2282,14,0,0,0,0,16829,0
Illinois,Vermilion,13397,18.6,0,1,0,0,76704,1
Illinois,Wabash,1295,11.7,0,0,0,0,11390,0
Illinois,Warren,1670,10.7,0,0,0,0,16981,0
Illinois,Washington,1030,7.6,0,0,0,0,13967,0
Illinois,Wayne,2052,12.9,0,1,0,0,16309,1
Illinois,White,1993,15.4,0,0,0,0,13712,0
Illinois,Whiteside,4872,9.1,1,1,0,0,55583,0
Illinois,Will,48881,7.2,1,1,0,0,689704,0
Illinois,Williamson,8914,13.9,0,0,0,0,66929,0
Illinois,Winnebago,40305,14.6,0,1,0,0,283635,1
Illinois,Woodford,2281,6.2,0,0,0,0,38503,0
Indiana,Adams,4154,11.8,0,1,0,0,35544,1
Indiana,Allen,42833,11.4,0,6,0,0,375520,6
Indiana,Bartholomew,7566,9.1,0,2,0,0,83280,2
Indiana,Benton,924,10.7,0,0,0,0,8695,0
Indiana,Blackford,1555,13.4,0,1,0,0,11926,1
Indiana,Boone,3547,5.2,0,1,0,0,66875,1
Indiana,Brown,1473,9.9,0,1,0,0,15093,1
Indiana,Carroll,1567,7.8,1,0,0,0,20137,-1
Indiana,Cass,3912,10.7,1,0,0,0,37727,-1
Indiana,Clark,10131,8.6,0,0,0,0,117410,0
Indiana,Clay,2535,9.8,1,0,0,0,26231,-1
Indiana,Clinton,3124,10,0,0,0,0,32186,0
Indiana,Crawford,1646,15.6,0,1,0,0,10582,1
Indiana,Daviess,3582,10.9,0,1,0,0,33277,1
Indiana,DeKalb,3779,8.8,0,0,0,0,43193,0
Indiana,Dearborn,3813,7.8,0,0,0,0,49612,0
Indiana,Decatur,2620,10,0,2,0,0,26587,2
Indiana,Delaware,20399,19.4,0,1,0,0,114461,1
Indiana,Dubois,2799,6.7,0,0,0,0,42534,0
Indiana,Elkhart,19761,9.8,0,2,0,0,205184,2
Indiana,Fayette,3031,13.5,0,1,0,0,23068,1
Indiana,Floyd,8922,11.5,0,1,0,0,77879,1
Indiana,Fountain,1781,10.9,0,0,0,0,16456,0
Indiana,Franklin,1732,7.7,1,1,0,0,22750,0
Indiana,Fulton,2364,12,0,0,0,0,20069,0
Indiana,Gibson,3050,9.3,0,0,0,0,33711,0
Indiana,Grant,10081,16.7,0,1,0,0,66055,1
Indiana,Greene,3569,11.2,0,1,0,0,32174,1
Indiana,Hamilton,14489,4.2,1,1,0,0,330455,0
Indiana,Hancock,4018,5.1,0,1,0,0,76614,1
Indiana,Harrison,3544,8.8,0,0,0,0,40164,0
Indiana,Hendricks,8692,5.2,0,0,0,0,166806,0
Indiana,Henry,4811,10.8,1,0,0,0,48158,-1
Indiana,Howard,9390,11.5,1,1,0,0,82486,0
Indiana,Huntington,3187,9.1,0,0,0,0,36351,0
Indiana,Jackson,4489,10.3,0,1,0,0,44077,1
Indiana,Jasper,2697,8.3,1,1,0,0,33433,0
Indiana,Jay,2795,13.9,1,0,0,0,20697,-1
Indiana,Jefferson,3798,12.7,0,1,0,0,32167,1
Indiana,Jennings,2941,10.8,0,1,0,0,27639,1
Indiana,Johnson,10537,6.7,0,1,0,0,156148,1
Indiana,Knox,5506,15.9,0,2,0,0,36833,2
Indiana,Kosciusko,6343,8.2,0,1,0,0,79156,1
Indiana,LaPorte,12524,12.1,0,0,0,0,110026,0
Indiana,Lagrange,3498,8.8,0,1,0,0,39537,1
Indiana,Lake,75936,15.8,1,5,0,1,485983,7
Indiana,Lawrence,5275,11.8,0,1,0,0,45552,1
Indiana,Madison,14937,12.1,1,1,0,0,129486,0
Indiana,Marion,135820,14.4,0,6,0,3,957337,15
Indiana,Marshall,4230,9.3,0,1,0,0,46336,1
Indiana,Martin,1108,11.2,0,0,0,0,10169,0
Indiana,Miami,4173,13.1,1,0,0,0,35684,-1
Indiana,Monroe,24316,18.2,1,1,0,1,147318,3
Indiana,Montgomery,4015,10.8,0,0,0,0,38295,0
Indiana,Morgan,5939,8.5,0,1,0,0,70141,1
Indiana,Newton,1434,10.5,0,0,0,0,13981,0
Indiana,Noble,4662,9.9,1,0,0,0,47640,-1
Indiana,Ohio,570,9.8,0,0,0,0,5890,0
Indiana,Orange,2513,13,1,0,0,0,19552,-1
Indiana,Owen,2406,11.7,1,0,0,0,20854,-1
Indiana,Parke,2184,14.3,1,0,0,0,16912,-1
Indiana,Perry,2160,12.3,0,0,0,0,19091,0
Indiana,Pike,1182,9.7,0,0,0,0,12364,0
Indiana,Porter,14436,8.6,1,1,0,0,169482,0
Indiana,Posey,2327,9.3,0,0,0,0,25480,0
Indiana,Pulaski,1360,11.2,0,0,0,0,12482,0
Indiana,Putnam,3672,11.3,0,1,0,0,37419,1
Indiana,Randolph,2944,12.4,1,0,0,0,24694,-1
Indiana,Ripley,2658,9.5,0,0,0,0,28457,0
Indiana,Rush,1582,9.7,0,0,0,0,16632,0
Indiana,Scott,3244,13.9,0,0,0,0,23785,0
Indiana,Shelby,4149,9.4,0,1,0,0,44559,1
Indiana,Spencer,1574,7.9,0,0,0,0,20364,0
Indiana,St. Joseph,33070,12.7,0,2,0,0,270881,2
Indiana,Starke,3255,14.2,0,0,0,0,22996,0
Indiana,Steuben,3210,9.6,0,1,0,0,34591,1
Indiana,Sullivan,2823,15.5,0,0,0,0,20647,0
Indiana,Switzerland,1485,14,0,0,0,0,10727,0
Indiana,Tippecanoe,28815,16.1,0,0,0,1,193302,3
Indiana,Tipton,1093,7.3,0,0,0,0,15154,0
Indiana,Union,706,10,0,0,0,0,7140,0
Indiana,Vanderburgh,25669,14.6,1,2,0,0,181548,1
Indiana,Vermillion,1795,11.9,0,0,0,0,15485,0
Indiana,Vigo,20134,20.7,0,1,0,0,107305,1
Indiana,Wabash,3075,10.6,0,1,0,0,31198,1
Indiana,Warren,655,8.1,0,0,0,0,8219,0
Indiana,Warrick,3990,6.4,0,0,0,0,62608,0
Indiana,Washington,3722,13.4,0,1,0,0,27942,1
Indiana,Wayne,9531,15.1,1,0,0,0,66176,-1
Indiana,Wells,2254,8.2,0,1,0,0,28010,1
Indiana,White,2147,9,0,0,0,0,24163,0
Indiana,Whitley,2426,7.2,0,1,0,0,33899,1
Iowa,Adair,741,10.8,0,1,0,0,7048,1
Iowa,Adams,386,10.8,0,0,0,0,3633,0
Iowa,Allamakee,1454,10.9,0,0,0,0,13761,0
Iowa,Appanoose,1791,14.6,1,0,0,0,12462,-1
Iowa,Audubon,516,9.6,0,0,0,0,5528,0
Iowa,Benton,1876,7.5,0,0,0,0,25558,0
Iowa,Black Hawk,15410,12.2,1,1,0,1,131813,3
Iowa,Boone,1762,6.9,0,0,0,0,26381,0
Iowa,Bremer,1323,5.6,0,0,0,0,25032,0
Iowa,Buchanan,1736,8.3,0,0,0,0,21141,0
Iowa,Buena Vista,1723,9.1,0,1,0,0,19950,1
Iowa,Butler,1184,8.4,0,0,0,0,14508,0
Iowa,Calhoun,876,10,0,0,0,0,9656,0
Iowa,Carroll,1373,7,0,0,0,0,20150,0
Iowa,Cass,1349,10.8,0,0,0,0,12990,0
Iowa,Cedar,1326,7.3,0,0,0,0,18475,0
Iowa,Cerro Gordo,4357,10.6,0,1,0,0,42672,1
Iowa,Cherokee,975,9,0,0,0,0,11281,0
Iowa,Chickasaw,978,8.3,0,0,0,0,11970,0
Iowa,Clarke,1021,11.1,0,0,0,0,9383,0
Iowa,Clay,1275,8.1,1,0,0,0,16138,-1
Iowa,Clayton,1769,10.4,0,0,0,0,17527,0
Iowa,Clinton,5717,12.5,0,1,0,0,46734,1
Iowa,Crawford,2069,12.5,0,0,0,0,16998,0
Iowa,Dallas,4207,4.4,0,0,0,0,90418,0
Iowa,Davis,1044,11.7,0,0,0,0,8977,0
Iowa,Decatur,1201,16.9,0,0,0,0,7908,0
Iowa,Delaware,1412,8.4,0,0,0,0,17107,0
Iowa,Des Moines,4953,13,1,1,0,0,39227,0
Iowa,Dickinson,1158,6.7,0,0,0,0,17260,0
Iowa,Dubuque,8322,8.9,1,1,0,0,97193,0
Iowa,Emmet,878,10.2,0,0,0,0,9322,0
Iowa,Fayette,2174,11.8,0,0,0,0,19604,0
Iowa,Floyd,1421,9.3,0,1,0,0,15713,1
Iowa,Franklin,1026,10.5,0,0,0,0,10091,0
Iowa,Fremont,601,9.1,0,0,0,0,6895,0
Iowa,Greene,932,10.7,0,0,0,0,8923,0
Iowa,Grundy,666,5.5,0,0,0,0,12262,0
Iowa,Guthrie,904,8.5,0,0,0,0,10702,0
Iowa,Hamilton,1164,8.1,0,0,0,0,14905,0
Iowa,Hancock,837,8.1,0,0,0,0,10709,0
Iowa,Hardin,1520,9.6,1,0,0,0,16924,-1
Iowa,Harrison,1129,8.3,0,0,0,0,14043,0
Iowa,Henry,1948,10.8,0,1,0,0,19889,1
Iowa,Howard,942,10.5,0,0,0,0,9201,0
Iowa,Humboldt,823,8.8,0,0,0,0,9518,0
Iowa,Ida,690,10.3,0,0,0,0,6862,0
Iowa,Iowa,1013,6.4,0,0,0,0,16155,0
Iowa,Jackson,2156,11.4,0,0,0,0,19348,0
Iowa,Jasper,2999,8.5,1,0,0,0,37032,-1
Iowa,Jefferson,2487,14.8,0,1,0,0,18153,1
Iowa,Johnson,20522,14.1,1,1,0,2,150819,6
Iowa,Jones,1913,9.9,0,0,0,0,20575,0
Iowa,Keokuk,1360,13.7,0,0,0,0,10163,0
Iowa,Kossuth,1439,10,0,0,0,0,14864,0
Iowa,Lee,3689,11.5,1,1,0,0,33946,0
Iowa,Linn,18011,8.1,1,1,0,0,225601,0
Iowa,Louisa,989,9.1,0,0,0,0,11125,0
Iowa,Lucas,1140,13.5,0,0,0,0,8556,0
Iowa,Lyon,726,6.3,0,0,0,0,11800,0
Iowa,Madison,1218,7.5,0,0,0,0,16148,0
Iowa,Mahaska,2183,10.2,1,0,0,0,22351,-1
Iowa,Marion,2562,8,1,1,0,0,33193,0
Iowa,Marshall,3849,10.1,0,0,0,0,39804,0
Iowa,Mills,1186,8.3,0,0,0,0,15023,0
Iowa,Mitchell,929,8.9,0,0,0,0,10588,0
Iowa,Monona,922,11,0,0,0,0,8675,0
Iowa,Monroe,868,11.4,0,0,0,0,7761,0
Iowa,Montgomery,1125,11.6,0,1,0,0,10016,1
Iowa,Muscatine,4258,10.2,0,0,0,0,42703,0
Iowa,O'Brien,1117,8.4,0,0,0,0,13796,0
Iowa,Osceola,464,7.9,0,0,0,0,6016,0
Iowa,Page,1785,13.2,0,0,0,0,15205,0
Iowa,PaloAlto,817,9.5,0,0,0,0,8941,0
Iowa,Plymouth,1497,6,0,1,0,0,25141,1
Iowa,Pocahontas,662,10.2,0,0,0,0,6725,0
Iowa,Polk,55560,11.5,1,5,0,1,485418,7
Iowa,Pottawattamie,8407,9.2,1,1,0,1,93478,3
Iowa,Poweshiek,1945,11.6,0,0,0,0,18391,0
Iowa,Ringgold,615,13.3,0,0,0,0,4922,0
Iowa,Sac,987,10.5,0,0,0,0,9711,0
Iowa,Scott,20606,12.1,0,2,0,0,172938,2
Iowa,Shelby,934,8.3,0,0,0,0,11544,0
Iowa,Sioux,2114,6.5,0,0,0,0,34900,0
Iowa,Story,10920,12.4,0,1,0,1,97355,4
Iowa,Tama,1772,10.8,0,0,0,0,16962,0
Iowa,Taylor,634,10.5,0,0,0,0,6160,0
Iowa,Union,1422,12.1,0,1,0,0,12303,1
Iowa,Van Buren,1013,14.4,0,0,0,0,7104,0
Iowa,Wapello,5256,15.5,1,0,0,0,35102,-1
Iowa,Warren,2497,4.9,0,0,0,0,50867,0
Iowa,Washington,1526,7.1,0,0,0,0,22100,0
Iowa,Wayne,822,13,0,0,0,0,6426,0
Iowa,Webster,4122,12.4,0,0,0,0,36348,0
Iowa,Winnebago,905,9.3,0,0,0,0,10474,0
Iowa,Winneshiek,1645,9.2,0,0,0,0,20090,0
Iowa,Woodbury,11311,11.3,0,2,0,0,102687,2
Iowa,Worth,616,8.5,0,0,0,0,7422,0
Iowa,Wright,1302,10.7,0,0,0,0,12644,0
Kansas,Allen,1728,14.5,1,0,0,0,12503,-1
Kansas,Anderson,991,12.7,0,0,0,0,7877,0
Kansas,Atchison,1945,13.1,0,0,0,0,16210,0
Kansas,Barber,518,12,0,0,0,0,4493,0
Kansas,Barton,3159,12.7,1,0,0,0,26209,-1
Kansas,Bourbon,2016,14.5,0,0,0,0,14539,0
Kansas,Brown,1221,13,0,0,0,0,9575,0
Kansas,Butler,5576,8.7,1,2,0,0,66890,1
Kansas,Chase,246,10.1,0,0,0,0,2604,0
Kansas,Chautauqua,574,18.3,0,0,0,0,3280,0
Kansas,Cherokee,2779,14.3,0,0,0,0,20017,0
Kansas,Cheyenne,299,11.8,0,0,0,0,2639,0
Kansas,Clark,209,11,0,0,0,0,2006,0
Kansas,Clay,767,9.8,0,0,0,0,8030,0
Kansas,Cloud,990,12.1,0,0,0,0,8831,0
Kansas,Coffey,770,9.6,0,0,0,0,8218,0
Kansas,Comanche,180,11.2,0,0,0,0,1759,0
Kansas,Cowley,4564,14,0,1,0,0,35090,1
Kansas,Crawford,6118,16.6,0,1,0,0,38874,1
Kansas,Decatur,333,12.4,0,0,0,0,2826,0
Kansas,Dickinson,1760,9.8,0,0,0,0,18614,0
Kansas,Doniphan,906,12.9,0,0,0,0,7616,0
Kansas,Douglas,13420,11.8,0,1,0,0,121304,1
Kansas,Edwards,293,10.8,0,0,0,0,2822,0
Kansas,Elk,372,15.1,0,0,0,0,2502,0
Kansas,Ellis,4397,16,0,0,0,0,28747,0
Kansas,Ellsworth,535,10.6,0,0,0,0,6176,0
Kansas,Finney,4290,12.2,0,1,0,0,36451,1
Kansas,Ford,3323,10.3,1,0,0,0,33718,-1
Kansas,Franklin,2231,8.9,0,1,0,0,25643,1
Kansas,Geary,3914,12.5,0,0,0,0,33309,0
Kansas,Gove,258,10.1,0,0,0,0,2650,0
Kansas,Graham,294,12.5,0,0,0,0,2464,0
Kansas,Grant,705,10.1,0,0,0,0,7324,0
Kansas,Gray,409,7,0,0,0,0,6020,0
Kansas,Greeley,117,10,0,0,0,0,1156,0
Kansas,Greenwood,730,12.7,0,0,0,0,6010,0
Kansas,Hamilton,251,10.4,0,0,0,0,2552,0
Kansas,Harper,682,13.2,0,0,0,0,5506,0
Kansas,Harvey,3049,9.3,1,0,0,0,34434,-1
Kansas,Haskell,396,10.2,0,0,0,0,3990,0
Kansas,Hodgeman,159,9.1,0,0,0,0,1872,0
Kansas,Jackson,1212,9.3,0,0,0,0,13249,0
Kansas,Jefferson,1344,7.2,0,0,0,0,18974,0
