store_name,address,state,county,lat,lng,service_level
Turlock Pregnancy and Health Center,"134 Regis St
Turlock, CA 95382",California,Stanislaus,37.5191,-120.851,2
Pregnancy Support Center of Southside Virginia,"245 Camden St
Dillwyn, VA 23936",Virginia,Buckingham,37.5369,-78.4628,1
East End Pregnancy Center,"4705 Nine Mile Rd
Richmond, VA 23223",Virginia,Richmond City,37.5422,-77.3705,2
Planned Parenthood- Richmond Health Center***,201 N Hamilton Street,Virginia,Richmond,37.5595,-77.4904,4
Planned Parenthood- San Mateo Health Center,29 Baywood Ave,California,San Mateo,37.5648,-122.3288,4
Women's Care Center,"427 Chestnut St, Ste 4
Berea, KY 40403",Kentucky,Madison,37.5676,-84.298,2
Pregnancy Resource Center of Metro Richmond,"1510 Willow Lawn Dr, Ste 200
Richmond, VA 23230",Virginia,Henrico,37.581,-77.5006,2
RealOptions Obria Medical Clinics - Union City,"33523 Western Ave
Union City, CA 94587",California,Alameda,37.592,-122.035,2
Alpha House Pregnancy Resource Center,"419 W Broadway St
Bolivar, MO 65613",Missouri,Polk,37.6136,-93.4148,2
Riverways Pregnancy Resource Center,"1600 Doss Rd
Salem, MO 65560",Missouri,Dent,37.6282,-91.5242,2
Haven Care Center,"475 W Main St, Ste 106B
Danville, KY 40422",Kentucky,Boyle,37.6466,-84.7765,2
Planned Parenthood- Modesto Health Center,1431 McHenry Ave,California,Stanislaus,37.6647,-120.994,4
FPA Women's Heath- Modesto,2030 Coffee Rd,California,Stanislaus,37.6723,-120.9756,4
Planned Parenthood- Hayward Health Center,1032 A St,California,Alameda,37.6734,-122.0847,4
"Pregnancy & Family Resource Centers, Inc","510 State St 
Augusta, KS 67010",Kansas,Butler,37.6766,-96.9786,2
"Choices Medical Clinic, Inc","538 S Bleckley Dr
Wichita, KS 67218",Kansas,Sedgwick,37.6781,-97.2767,2
Pregnancy Support Center,"525 S Washington Ave
Lebanon, MO 65536",Missouri,Laclede,37.6786,-92.6574,2
Trust Women South Wind Women's Health Center Wichita***,5107 E Kellogg Dr,Kansas,Sedgwick,37.6791,-97.3355,4
Birthright of San Lorenzo,"1048 Grant Ave
San Lorenzo, CA 94580 ",California,Alameda,37.6792,-122.137,1
First Choice Health Services,"2801 Coffee Rd, Ste A5
Modesto, CA 95355",California,Stanislaus,37.68,-120.976,2
Next Step,"4200 E Ave, Ste 104
Livermore, CA 94550",California,Alameda,37.6802,-121.746,1
House of Hope,"116 S Cross Main St
Springfield, KY 40069",Kentucky,Washington,37.6834,-85.2172,1
ANPC Women’s Pregnancy Support,"26064 Onley Rd
Onley, VA 23418",Virginia,Accomack,37.6871,-75.7218,2
Birthline of Witchita,"339 N Seneca
Witchita, KS 67203",Kansas,Sedgwick,37.6876,-97.3533,2
Estill County Center for Pregnancy & Parenting,"126 Kentucky Ave
Irvine, KY 40336",Kentucky,Estill,37.6927,-83.9641,1
A Better Choice,"3007 E Central Ave Wichita, KS 67214",Kansas,Sedgwick,37.6935,-97.3012,2
Embrace of Wichita,"1040 N West St Wichita, KS 67203",Kansas,Sedgwick,37.7029,-97.3892,2
Clarity Solutions,"105 E Memorial Dr
Elizabethtown, KY 42701",Kentucky,Hardin,37.712,-85.8747,2
Alpha Pregnancy Center,"5070 Mission St
San Francisco, CA 94112",California,San Francisco,37.7173,-122.441,2
Pregnancy Matters,"241 S Lewis Ln Carbondale, IL 62901",Illinois,Jackson,37.7242,-89.1989,2
Pregnancy Matters,"808 W Prairie St
Marion, IL 62902",Illinois,Jackson,37.7257,-88.9336,2
Pregnancy Resource Center of Tracy,"1039 N Central Ave
Tracy, CA 95376",California,San Joaquin,37.7394,-121.426,2
Planned Parenthood- East Oakland/Coliseum Health Center,8480 Enterprise Way,California,Alameda,37.7423,-122.1924,4
Options for Women,"1019 N Kingshighway
Perryville, MO 63775",Missouri,Perry,37.7428,-89.8755,2
Pregnancy Help Center Medical Clinic,"227 W Irvine St
Richmond, KY 40475",Kentucky,Madison,37.749,-84.2951,2
Birthright of Dodge City,"605 Ave B
Dodge City, KS 67801",Kansas,Ford,37.7538,-100.014,1
Care Net of Owensboro,"425 E 18th St
Owensboro, KY 42303",Kentucky,Daviess,37.759,-87.1048,2
Women's Care Center,"1505 Lexington Rd
Richmond, KY 40475",Kentucky,Madison,37.7612,-84.3079,2
Birthright of Owensboro,"512 W 7th St
Owensboro, KY 42301",Kentucky,Daviess,37.769,-87.1159,1
Women's Community Clinic,1833 Fillmore St,California,San Francisco,37.7693,-122.4199,4
ComfortCare Women's Health,"631 Waddell St
Lexington, VA 24450",Virginia,Lexington City,37.7727,-79.4464,2
Planned Parenthood- San Ramon Health Center,200 Porter Dr,California,Contra Costa,37.7748,-121.9914,4
Birthright of Beckley,"400 N Vance Dr
Beckley, WV 25801",West Virginia,Raleigh,37.7833,-81.17,2
Planned Parenthood- San Fransisco Health Center,1650 Valencia St,California,San Francisco,37.7884,-122.4225,4
Family Planning Specialist Medical Group,200 Webster St,California,Alameda,37.7955,-122.2735,4
Pregnancy Help Center of Manteca,"401 N Main St
Maneteca, CA 95336",California,San Joaquin,37.8028,-121.217,1
Planned Parenthood- West Oakland Health Center,1682 7th St,California,Alameda,37.8075,-122.3031,4
Pregnancy & Family Resource Center,"226 S Main El Dorado, KS 67042",Kansas,Butler,37.8158,-96.8495,2
Birthline,"226 W Central Ave, Ste 108
El Dorado, KS 67042",Kansas,Butler,37.8177,-96.8522,1
FPA Women's Health- Oakland,400 29th St,California,Alameda,37.818,-122.2652,4
Real Options Obria Medical Clinic - Oakland,"400 30th St, Ste 401
Oakland, CA 94609",California,Alameda,37.8193,-122.265,2
Free Women's Center of Pulaski County,"704 Historic Route 66 W, Ste 106
Waynesville, MO 65583",Missouri,Pulaski,37.8205,-92.214,2
Birthright of Nevada,"231 N Cedar
Nevada, MO 64772",Missouri,Vernon,37.8402,-94.3567,2
Marsha's Place Pregnancy Resource Center,"235 N Elm St
Henderson, KY 42420",Kentucky,Henderson,37.8413,-87.5896,2
Parkland Pregnancy Resource Center,"815 E Main St
Park Hills, MO 63601",Missouri,St Francois,37.8435,-90.5018,2
Planned Parenthood- Walnut Creek Health Center,1357 Oakland Blvd,California,Contra Costa,37.8978,-122.0703,4
Planned Parenthood- El Cerrito Health Center,320 El Cerrito Plaza,California,Contra Costa,37.8994,-122.2982,4
Pregnancy Resource Center Southeast Kansas,"1 S Jefferson
Iola, KS 66749",Kansas,Allen,37.9221,-95.403,1
Caring Hearts Pregnancy Resource Center/Medical Clinic,"612 E High St, Ste 110
Potosi, MO 63664",Missouri,Washington,37.9305,-90.7784,2
Birthright of Brentwood,"857 Second St, Ste D
Brentwood, CA 94513",California,Contra Costa,37.9352,-121.696,1
Planned Parenthood- Central Richmond Health Center,340 Marina Way,California,Contra Costa,37.9362,-122.3561,4
PRC of Rolla,"1210 E Missouri 72
Rolla, MO 65401",Missouri,Phelps,37.9384,-91.7545,2
Options Health,"5167 Clayton Rd, Ste H
Concord, CA 94521",California,Contra Costa,37.9559,-121.967,2
Planned Parenthood- Eastland Plaza Health Center,678 N Wilson Way,California,San Joaquin,37.9625,-121.2735,4
Evansville Christian Health Center,"265 Bellemeade Ave
Evansville, IN 47713",Indiana,Vanderburgh,37.9681,-87.5606,2
Options for Women,"615 Kiefer St
Ste Genevieve, MO 63670",Missouri,Ste Genevieve,37.9682,-90.0412,2
ABC Pregnancy Care Center,"509 N 6th St 
Garden City , KS 67846",Kansas,Finney,37.969,-100.871,2
Birthright of Concord,"3106 Clayton Rd
Concord, CA 94519",California,Contra Costa,37.9733,-122.022,1
Advancing Hope - Catholic Charities,"610 E Walnut St, Ste 220A Evansville, IN 47713",Indiana,Vanderburgh,37.9739,-87.5557,2
Planned Parenthood- San Rafael Center,2 H St,California,Marin,37.9743,-122.5385,4
Planned Parenthood- Hilltop-Richmond Health Center,2970 Hilltop Mall Rd,California,Contra Costa,37.9783,-122.3304,4
Birthright of Evansville,"20 Read St Evansville, IN 47710",Indiana,Vanderburgh,37.9783,-87.5688,1
Planned Parenthood- Concord Health Center,2185 Pacheco Street,California,Contra Costa,37.9791,-122.0347,4
Arkansas Valley Pregnancy Center,"118 W 4th St
La Junta, CO 81050",Colorado,Otero,37.9848,-103.545,2
Directions Medical Clinic,"829 Rosemarie Ln
Stockton, CA 95207",California,San Joaquin,37.9886,-121.314,2
Planned Parenthood- North Stockton Health Center,4555 Precissi Ln,California,San Joaquin,37.9891,-121.3154,4
Foothill Pregnancy Center,"427 N Hwy 49
Sonora, CA 95370",California,Tuolumne,37.9913,-120.384,2
New Beginnings,"139 Jefferson St
Winchester, KY 40391",Kentucky,Grant,37.9944,-84.1689,2
ALC Pregnancy Support Center,"368 N Buchman St
Shepherdsville, KY 40165",Kentucky,Bullitt,37.9948,-85.7137,2
Planned Parenthood- Antioch Health Center,1104 Buchanan Rd,California,Contra Costa,37.9983,-121.8226,4
Birthright of Lexington,"145 Burt Rd, Ste 9
Lexington, KY 40503",Kentucky,Fayette,38.0077,-84.5195,1
Planned Parenthood- Pittsburg Health Center,3715 Railroad Ave,California,Contra Costa,38.0163,-121.8896,4
PHC Lake of the Ozarks,"948 E Hwy 54
Camdenton, MO 65020",Missouri,Camden,38.0168,-92.7312,2
Assurance,"1517 Nicholasville Rd, Ste 403
Lexington, KY 40503",Kentucky,Fayette,38.024,-84.5132,2
Heartland Pregnancy Care,"1025 S Washington Rd, Ste C
Newton, KS 67114",Kansas,Harvey,38.0319,-97.3387,1
Thrive Women's Healthcare of Central Virginia,"618 Forest St, Unit C
Charlottesville, VA 22903",Virginia,Charlottesville City,38.0366,-78.4869,2
Open Door Pregnancy Care Center,"315 W 1st Ave
Hutchinson, KS 67501",Kansas,Reno,38.0531,-97.9386,2
Birthright of Hutchinson,"214 E 3rd Ave
Hutchinson, KS 67501",Kansas,Reno,38.0563,-97.9274,1
Planned Parenthood- Charlottesville Health Center***,2964 Hydraulic Road,Virginia,Albemarle,38.0583,-78.4885,4
Arkansas Valley Pregnancy Center,"732 Ash Ave
Las Animas, CO 81054",Colorado,Bent,38.0643,-103.23,2
Lifeline Pregnancy Care Center,"201 Lucia Ave
Cuba, MO 65453",Missouri,Crawford,38.0665,-91.4036,2
ComfortCare Women's Health,"1305 13th St
Waynesboro, VA 22980",Virginia,Waynesboro City,38.0685,-78.9016,2
Thrive Women's Healthcare of Central Virginia,"1416 Greenbrier Pl
Charlottesville, VA 22901",Virginia,Ablemarle,38.0741,-78.4893,2
Calaveras Door of Hope Pregnancy Center,"571 Stanislaus Ave Ste A
Angels Camp, CA 95222",California,Calaveras,38.0759,-120.55,1
Care Net Pregnancy Center of SE Colorado,"201 E Oak St
Lamar, CO 81052",Colorado,Prowers,38.0864,-102.617,1
Marin Pregnancy Clinic,"1320A Grant Ave
Novato, CA 94945",California,Marin,38.1088,-122.574,2
Planned Parenthood- Vallejo Health Center,990 Broadway St,California,Solano,38.1158,-122.2484,4
Sparta Pregnancy Care Center,"121 N Vine St
Sparta, IL 62286",Illinois,Randolph,38.1248,-89.7011,1
Directions Medical Clinic,"942 E Pine St Lodi, CA 95240",California,San Joaquin,38.1335,-121.254,2
Lighthouse Pregnancy Resource Center,"417 Cliff St
Silver Cliff, CO 81252",Colorado,Custer,38.1374,-105.448,2
ComfortCare Women's Health,"1020 N Augusta St
Staunton, VA 24401",Virginia,Staunton City,38.1593,-79.0701,2
Avenues for Women,"73 C Michael Davenport Blvd, Ste 5
Frankfort, KY 40601",Kentucky,Franklin,38.1602,-84.9183,2
Hope Pregnancy Care Center,"167 E Main St
Morehead, KY 40351",Kentucky,Rowan,38.1838,-83.4343,2
Not Alone Pregnancy Center,"102 E Main St, Ste 101
Georgetown, KY 40324",Kentucky,Scott,38.2098,-84.5595,2
ALC Pregnancy Support Center,"711 Henry Clay St
Shelbyville, KY 40065",Kentucky,Shelby,38.2106,-85.2194,2
Life Network of Southern Illinois,"324 N Main St
Red Bud, IL 62278",Illinois,Randolph,38.2146,-89.9938,2
Birthright of Hillsboro,"407 3rd St
Hillsboro, MO 63050",Missouri,Jefferson,38.233,-90.5644,1
Little Way Pregnancy Resource Center,"515 W Oak St
Louisville, KY 40203",Kentucky,Jefferson,38.2356,-85.7627,2
Choices Women's Center,"10008 Southpoint Pkway, Ste 105
Fredericksburg, VA 22407",Virginia,Fredericksburg City,38.2371,-77.5061,2
Crossroads Family Ministries & Pregnancy Resources,"1220 Commercial St
Warsaw, MO 65355",Missouri,Benton,38.248,-93.3705,1
BsideU For Life,"701 W Mohammed Ali Blvd
Louisville, KY 40203",Kentucky,Jefferson,38.252,-85.7629,2
EMW Women's Surgical Center***,136 W Market St,Kentucky,Jefferson,38.2544,-85.7531,3
BsideU For Life,"140 W Market St
Louisville, KY 40202",Kentucky,Jefferson,38.2546,-85.7533,2
ACPC Wome's Clnic,"510 Colorado Ave
Pueblo, CO 81004",Colorado,Pueble,38.2554,-104.626,2
Birthright of Petaluma,"1330 Commerce St, Ste C
Petaluma, CA 94954",California,Sonoma,38.2565,-122.642,1
Planned Parenthood- Fairfield Health Center,1325 Travis Blvd,California,Solano,38.2579,-122.0561,4
Care Net Pregnancy Center of Southern Maryland,"21562 Thames Ave
Lexington Park, MD 20653",Maryland,St. Mary,38.2591,-76.4395,2
A New Beginning Pregnancy Resource Center,"925 8th St
Huntington, WV 25701",West Virginia,Cabell,38.2766,-82.1044,2
Birthright of Fredericksburg,"2006 Lafayette Blvd, Ste 202
Fredericksburg, VA 22401",Virginia,Fredericksburg City,38.2772,-77.4816,2
Birthright of Napa,"1447 4th St
Napa, CA 94559",California,Napa,38.2952,-122.288,1
Care Net Pregnancy Center of Southern Maryland,"25484 Pt Lookout Rd, Unit 301A
Leonardtown, MD 20650",Maryland,St. Mary,38.2998,-76.639,2
Planned Parenthood- Napa Health Center,1735 Jefferson St,California,Napa,38.3033,-122.2944,4
Woman's Hope Center,"210 S 9th St
Mt. Vernon, IL 62864",Illinois,Jefforson,38.3167,-88.9023,1
Choices Life Resource Center,"2656 Charlestown Rd
New Albany, IN 47150",Indiana,Floyd,38.3178,-85.8028,2
Grace Center for Maternal and Women's Health,"10226 Old Ocean City Blvd, Unit 2
Berlin, MD 21811",Maryland,Worcester,38.3365,-75.2087,2
Pregnancy Care Clinic of the Eastern Short,"1300 S Division St
Salisbury, MD 21804",Maryland,Wicomico,38.3398,-75.5996,2
Cross Roads Pregnancy Care Center,"1598 Washington St E
Charleston, WV 25311",West Virginia,Kanawha,38.3406,-81.6165,2
Amador Pregnancy Help Center,"1001 Broadway, Ste 102
Jackson, CA 95642",California,Amador,38.3425,-120.763,1
Alpha Pregnancy Clinics,"1005 Alamo Dr
Vacaville, CA 95687",California,Solano,38.343,-121.994,2
Hand 'n Hand Pregnancy Help Center,"7024 US Hwy 61-67
Barnhart, MO 63012",Missouri,Jefferson,38.3435,-90.3932,2
Life Network of Southern Illinois,"722 N Market St
Waterloo, IL 62298",Illinois,Monroe,38.3488,-90.1502,2
Planned Parenthood- Vacaville Health Center,600 Nut Tree Rd,California,Solano,38.3614,-121.9496,4
Woman's Choice,"504 Washington St W
 Charleston, WV 25302",West Virginia,Kanawha,38.3635,-81.6423,2
Women's Health Care of West Virginia***,510 Washington Street,West Virginia,Kanawha,38.3639,-81.6426,3
Birthright of Great Bend,"1420 Wilson St
Great Bend, KS 67530",Kansas,Barton,38.3662,-98.795,1
Golden Valley Door of Hope,"205 S Washington St
Clinton, MO 64735",Missouri,Henry,38.3692,-93.7782,2
Compassion Pregnancy Center,"2615 Andrews Dr
Fairfield, IL 62837",Illinois,Wayne,38.3797,-88.4016,2
Planned Parenthood- Fruitridge Health Center,5385 Franklin Blvd,California,Sacramento,38.3838,-121.4539,4
Shiloh Home of Hope for Women,"615 Congress St
Emporia, KS 66801",Kansas,Lyon,38.4056,-96.1843,1
Crossroads,"120 E Adams St LaGrange, KY 40031",Kentucky,Oldham,38.4061,-85.3766,2
Birthright of Emporia,"702 Commerical St, #301
Emporia, KS 66801",Kansas,Lyon,38.4064,-96.1798,1
Hope Pregnancy & Resource Center,"612 Market St
Mt. Carmel, IL 62863",Illinois,Wabush,38.4124,-87.7628,2
Birthright of Huntington,"709 3rd Ave Huntington, WV 25701",West Virginia,Cabell,38.4213,-82.447,1
Planned Parenthood- Santa Rosa Health Center,1140 Sonoma Ave,California,Sonoma,38.4404,-122.6995,4
AVA Care of Harrisonburg,"833 Martin Luther King Jr Way
Harrisonburg, VA 22801",Virginia,Harrisonburg City,38.4407,-78.8565,2
Thrive Women's Healthcare of Central Virginia,"18484 Crossroad Pkwy
Culpeper, VA 22701",Virginia,Culpeper,38.4442,-78.0044,2
Your Other Mother Pregnancy and Positive Parenting Center,"16 S Washington Ave
Union, MO 63084",Missouri,Franklin,38.4451,-91.0084,1
Bridges Pregnancy Clinic and Care Center,"750 Mendocino Ave, Ste 1
Santa Rosa, CA 95401",California,Sonoma,38.4471,-122.717,2
Canon City Pregnancy Center,"614-616 Yale Pl
Canon City, CO 81212",Colorado,Fremont,38.4569,-105.232,1
Two Hearts Pregnancy Care Centers,"2200 29th St
Ashland, KY 41101",Kentucky,Boyd,38.4588,-82.6438,1
My Life Medical & Resource Center,"2608 Gravois Rd
High Ridge, MO 63049",Missouri,Jefferson,38.4668,-90.5233,2
Life Choices Family Resource Center,"155 Merchant Dr
Montrose, CO 81401",Colorado,Montrose,38.4906,-107.895,2
Two Hearts Pregnancy Centers,"207 Marion Pike
Coal Grove, OH 45638",Ohio,Lawrence,38.5016,-82.649,1
Tri-County Birthright,"300 W 4th St, Ste E
Eureka, MO 63025",Missouri,St Louis,38.5057,-90.6308,1
Care Net Pregnancy Center of Southern Maryland,"2196 Solomons Island Rd, Ste 3 Prince Frederick , MD 20678",Maryland,Calvert,38.5071,-76.556,2
Pregnancy Help Center,"4150 Crescent Dr
St Louis, MO 63129",Missouri,St Louis,38.5083,-90.3346,2
Pregnancy Care Center,"180 S 3rd St, Ste 50
Belleville, IL 62220",Illinois,Saint Clair,38.512,-89.9878,1
Birthright of Mehlville,"2554 Lemay Ferry Rd
Mehlville, MO 63125",Missouri,St Louis,38.5185,-90.3048,1
Pregnancy Care Center,"319 E 7th 
Centralia, IL 62801",Illinois,Marion,38.5195,-89.1348,2
Salida Pregnancy Resource Center,"215 E Third St
Salida, CO 81201",Colorado,Chaffee,38.5336,-105.992,2
Lighthouse Pregnancy Center,"144 N Main St, Ste D
Gunnison, CO 81230",Colorado,Gunnison,38.5454,-106.927,1
Birthright of Prince Frederick,"301 Steeple Chase Dr, Ste 405
Prince Frederick , MD 20678",Maryland,Calvert,38.5515,-76.5903,1
LIFE Family Resource Center,"1693 W Hospital Rd
Paoli, IN 47454",Indiana,Orange,38.5614,-86.4886,1
PHC of Central Missouri,"1433 Southwest Blvd
Jefferson City, MO 65109",Missouri,Cole,38.5631,-92.1992,2
Birthright of Jefferson City,"1006 E High St, Apt 2
Jefferson City, MO 65101",Missouri,Cole,38.5687,-92.1612,1
Arches New Hope Pregnancy Center,"205 S 400 E
Moab, UT 84532",Utah,Grand,38.57,-109.543,2
Mosaic Pregnancy & Health Centers,"5016 N Illinois St, Ste A
Fairview Heights, IL 62208",Illinois,Saint Clair,38.576,-89.9842,2
Planned Parenthood- B Street Health Center,201 29th St,California,Sacramento,38.5824,-121.4639,4
Alternatives Pregancy Center,"1111 Howe Ave, Ste 505 Sacramento, CA 95825",California,Sacramento,38.5862,-121.416,2
Sacramento Life Center,"2316 Bell Executive Ln
Sacramento, CA 95825",California,Sacramento,38.5971,-121.41,2
FPA Women's Health- Sacramento,2322 Butano Dr,California,Sacramento,38.6066,-121.3816,4
Birthright of Brentwood,"2525 S Brentwood Blvd, Ste 102
St Louis, MO 63144",Missouri,St Louis,38.6149,-90.3492,1
LifeCare Center,"121 E 2nd St Ottawa, KS 66067",Kansas,Franklin,38.6162,-95.2675,2
Choices Life Resource Center,"1201 N Jim Day Rd
Salem, IN 47167",Indiana,Washington,38.6198,-86.0808,2
The Catherine Foundation,"3065 Old Washington Rd
Waldorf, MD 20601",Maryland,Charles,38.6257,-76.9077,2
Pregnancy Care Clinic,"302 N Walnut 
Salem, IL 62881",Illinois,Marion,38.6288,-88.9464,2
Planned Parenthood- Reproductive Health Services of PPSLR***,4251 Forest Park Avenue,Missouri,St. Louis,38.6373,-90.2552,3
Birthright of Midtown,"3946 Lindell Blvd
St Louis, MO 63108",Missouri,St Louis,38.639,-90.2427,1
Care Net Pregnancy Services of Northern KY,"305 N Main St
Williamstown, KY 41097",Kentucky,Grant,38.6393,-84.5605,2
ThriVe St. Louis Express Women's Healthcare,"4331 Lindell Blvd
St Louis, MO 63108",Missouri,St Louis,38.6416,-90.2516,2
Birthright of Woodbridge,"4207 Dale Blvd
Woodbridge, VA 22193",Virginia,Prince William ,38.6438,-77.3379,2
Pregnancy Care Center of Washington,"705 Troy Rd
Washington, IN 47501",Indiana,Daviess,38.6497,-87.17,2
Shiloh Center,"208 Oriole St
Harrisonville, MO 64701",Missouri,Cass,38.6534,-94.3327,2
The Life Center of Page Valley,"21 N Deford Ave
Luray, VA 22835",Virginia,Page,38.6664,-78.4556,2
First Care Women's Health,"13189 Centerpointe Way
Woodbridge, VA 22193",Virginia,Prince William,38.667,-77.3337,2
Planned Parenthood- North Highlands Health Center,5700 Watt Ave,California,Sacramento,38.6705,-121.3827,4
Jabez Pregnancy Center,"200 N Olive St 
Flora, IL 62839",Illinois,Clay,38.672,-88.4784,1
Planned Parenthood- Woodland Health Center,520 Cottonwood St,California,Yolo,38.6754,-121.7934,4
Pregnancy Support Group of Woodland,"120 Court St
Woodland, CA 95695",California,Yolo,38.6786,-121.782,1
New Hope Pregnancy Center,"707 W Shelby St
Falmouth, KY 41040",Kentucky,Pendelton,38.6788,-84.3363,2
Haven of Hope Pregnancy Services,"519 Highland Ave
Carrollton, KY 41008",Kentucky,Carrol,38.6813,-85.1789,1
"Heart to Heart Inc., A Women's Resource Center","1404 N 4th
Vincennes, IN 47591",Indiana,Knox,38.6853,-87.5171,2
Sussex Pregnancy Care Center,"5 Burger King Dr
Georgetown, DE 19947",Delaware,Sussex,38.6977,-75.3998,2
Birthright of Sedalia,"1810 W 11th St Sedalia, MO 65301",Missouri,Pettis,38.7027,-93.2515,1
Hope Clinic for Women,1602 21st St,Illinois,Madison,38.7028,-90.1474,4
Birthright of Hermann,"132 E 4th St
Hermann, MO 65041",Missouri,Gasconade,38.7041,-91.4359,1
NOVA Pregnancy Help Centers,"8800 Pear Tree Village Ct, Ste E
Alexandria, VA 22309",Virginia,Fairfax,38.7195,-77.1252,2
Warrenton Pregnancy Center,"400 Holiday Court, Ste 101
Warrenton, VA 20186",Virginia,Fauquier,38.7212,-77.7832,2
A Beacon of Light Pregnancy Help Center,"6201 W Main St, Ste 150
Maryville, IL 62062",Illinois,Madison,38.7234,-89.9582,2
Mosaic Pregnancy & Health Centers,"2019 Johnson Rd
Granite City, IL 62040",Illinois,Madison,38.7235,-90.1151,2
Pregnancy Counseling Services,"3105 Cedar Ravine, Ste 103
Placerville, CA 95667",California,El Dorado,38.7263,-120.794,1
Birthright of Olney,"1707 E Main St, Ste 7 Olney, IL 62450",Illinois,Richland,38.7312,-88.0668,1
CRADLE Pregnancy Care Center,"1112 Gallia St
Portsmouth, OH 45662",Ohio,Scioto,38.734,-82.9911,1
Planned Parenthood- Roseville Health Center,729 Sunrise Ave,California,Placer,38.7341,-121.2704,4
Colorado Springs Pregnancy Center,"97 Widefield Blvd
Colorado Springs, CO 80911",Colorado,El Paso,38.7345,-104.727,2
Sierra Pregnancy & Health,"1212 Coloma Way, Ste A
Roseville, CA 95661",California,Placer,38.7366,-121.271,2
Delta Pregnancy Resource Center,"523 Dodge St
Delta, CO 81416",Colorado,Delta,38.7399,-108.074,1
ThriVe St. Louis Express Women's Healthcare,"11977 St Charles Rock Rd, Ste 132
Bridgeton, MO 63044",Missouri,St Louis,38.7482,-90.4205,2
Relevant Pregnancy Options Center,"2653 Plaza Dr
Highland, IL 62249",Illinois,Madison,38.749,-89.6865,2
CHOICES,"411 N C St
Cripple Creek, CO 80813",Colorado,Teller,38.7503,-105.187,2
Birthright of St Charles,"2125 Bluestone Dr
St Charles, MO 63303",Missouri,Saint Charles,38.7591,-90.5321,1
Choices Pregnancy Center,"505 Dutchmans Ln, B1
Easton, MD 21601",Maryland,Talbot,38.7605,-76.0668,2
New Beginnings Women's Center,"208 E Gay St
Warrensburg, MO 64093",Missouri,Johnson,38.7655,-93.7372,2
First Care Women's Health,"8691 Stonewall Rd, Ste B
Manassas, VA 20110",Virginia,Manassas City,38.7672,-77.4792,2
Life Choices Clinic,"220 Clifty Dr, Ste H
Madison, IN 47250",Indiana,Jefferson,38.7762,-85.3912,2
Birthright of Hazelwood,"5494 Brown Rd, Ste 102
Hazelwood, MO 63042",Missouri,St Louis,38.7809,-90.3845,1
Planned Parenthood- Easton Health Center,8579 Commerce Drive,Maryland,Talbot,38.7851,-76.0827,4
Adams County Pregnancy Resource Center,"11827 St Rt 41
West Union, OH 45693",Ohio,Adams,38.7878,-83.5557,1
ThriVe St. Louis Express Women's Healthcare,"305A Mid Rivers Mall Dr
St Peters, MO 63376",Missouri,St Charles,38.7937,-90.6239,2
Christle Lighthouse Pregnancy Care Center,"6507 Old Branch Ave, Ste 102A
Camp Springs, MD 20748",Maryland,Prince George,38.8,-76.9038,1
Annandale Women and Family Center***,2839 Duke St,Virginia,Arlington,38.8071,-77.0806,4
"Pregnancy Options Center of Warren County, Missouri","102 S East St
Warrenton, MO 63383",Missouri,Warren,38.8078,-91.1479,2
The MaRiH Center,"3230B Duke St
Alexandria, VA 22314",Virginia,Alexandria City,38.8079,-77.0865,2
Birthright of Wentzville,"10 E Pitman Ave Wentzville, MO 63385",Missouri,St Charles,38.8104,-90.8523,1
Metro Women's Care,"5101D Backlick Rd
Annandale, VA 22003",Virginia,Fairfax,38.8142,-77.1845,2
Shenandoah County Pregnancy Center,"28 Cedarwood Ln
Edinburg, VA 22824",Virginia,Shenandoah,38.8207,-78.5717,2
Birthright of Salina,"1125 E Iron Ave
Salina, KS 67401",Kansas,Saline,38.8407,-97.5928,1
Forestville Pregnancy Center,"3611 Branch Ave, Ste 102
Marlow Heights, MD 20748",Maryland,Prince George's,38.8421,-76.9492,2
Buena Vista Pregnancy Center,"28350 CR 317, Ste 12
Buena Vista, CO 81211",Colorado,Chaffee,38.8422,-106.131,2
Planned Parenthood- Prince George's County,5001 Silver Hill Road,Maryland,Prince George's,38.8432,-76.9312,4
Pregnancy Service Center,"104 W Elm St Salina, KS 67401",Kansas,Saline,38.8453,-97.6096,2
NOVA Pregnancy Help Centers,"3919 Old Lee Hwy, Ste 81-B 
Fairfax, VA 22030",Virginia,Fairfax,38.8469,-77.3028,2
Colorado Springs Pregnancy Center,"3700 Galley Rd
Colorado Springs, CO 80909",Colorado,El Paso,38.8475,-104.76,2
A Woman's Choice,"6201 Leesburg Pike, Ste 220
Falls Church, VA 22044",Virginia,Fairfax,38.8656,-77.1517,2
American Women's Services- Fairfax*** (!),8316 Arlington Blvd ,Virginia,Fairfax,38.8657,-77.2326,4
Hope Resource Center,"717 Lincoln Ave, Ste G
Bedford, IN 47421",Indiana,Lawerence,38.8717,-86.4903,2
Gabriel Project,"200 N Glebe Rd, Ste 814
Arlington, VA 22203",Virginia,Arlington,38.8721,-77.1036,2
Pregnancy Resource Center - A Place of Hope ,"852 Mt Orab Pike, Ste B
Georgetown, OH 45121",Ohio,Brown,38.8766,-83.9006,1
Options Care Center,"7297 Lee Hwy, Ste L
Falls Church, VA 22042",Virginia,Falls Church City,38.8776,-77.191,2
Falls Church Healthcare Center***,900 S Washington St,Virginia,Arlington,38.8793,-77.1831,4
