State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population
Texas,Ochiltree,876,9.2,0,0,0,0,9907
Texas,Oldham,264,14.0,0,0,0,0,2110
Texas,Orange,12368,15.1,0,1,0,0,83776
Texas,PaloPinto,4023,13.9,0,0,0,0,28792
Texas,Panola,3494,15.3,0,0,0,0,23186
Texas,Parker,11729,8.0,1,1,0,0,138447
Texas,Parmer,1147,12.2,0,1,0,0,9639
Texas,Pecos,2253,16.5,0,0,0,0,15725
Texas,Polk,7282,15.0,0,1,0,0,50155
Texas,Potter,22745,20.8,0,2,0,0,118323
Texas,Presidio,1261,19.4,0,0,0,0,6808
Texas,Rains,1687,13.6,0,0,0,0,12001
Texas,Randall,13225,9.6,0,2,0,0,136005
Texas,Reagan,316,8.3,0,0,0,0,3766
Texas,Real,545,16.4,0,0,0,0,3429
Texas,RedRiver,1851,15.7,0,1,0,0,12115
Texas,Reeves,2424,19.0,0,0,0,0,15546
Texas,Refugio,1030,15.3,0,0,0,0,7015
Texas,Roberts,52,6.4,0,0,0,0,784
Texas,Robertson,2414,14.2,0,0,0,0,17094
Texas,Rockwall,5214,4.8,0,1,0,0,101175
Texas,Runnels,1461,14.3,0,0,0,0,10280
Texas,Rusk,6809,14.2,0,0,0,0,53988
Texas,Sabine,1664,16.0,0,0,0,0,10470
Texas,San Augustine,1576,19.6,0,0,0,0,8260
Texas,San Jacinto,4692,16.1,0,0,0,0,28574
Texas,San Patricio,9855,14.8,0,1,0,0,66969
Texas,San Saba,932,17.4,0,1,0,0,6004
Texas,Schleicher,364,13.2,0,0,0,0,2898
Texas,Scurry,2077,13.8,0,0,0,0,16918
Texas,Shackelford,410,12.5,0,0,0,0,3291
Texas,Shelby,4447,18.0,0,0,0,0,25263
Texas,Sherman,338,11.3,0,0,0,0,3046
Texas,Smith,29150,12.7,0,1,0,0,230184
Texas,Somervell,743,8.3,0,0,0,0,8958
Texas,Starr,15985,25.2,0,0,0,0,64032
Texas,Stephens,1349,15.6,0,1,0,0,9358
Texas,Sterling,130,10.2,0,0,0,0,1274
Texas,Stonewall,189,14.3,0,0,0,0,1412
Texas,Sutton,435,11.7,0,0,0,0,3793
Texas,Swisher,1310,19.6,0,0,0,0,7403
Texas,Tarrant,220041,10.5,0,14,2,0,2077153
Texas,Taylor,16436,12.2,0,1,0,0,137521
Texas,Terrell,98,14.0,0,0,0,0,903
Texas,Terry,2060,18.5,0,0,0,0,12408
Texas,Throckmorton,201,13.5,0,0,0,0,1500
Texas,Titus,4630,14.3,1,0,0,0,32709
Texas,Tom Green,13885,12.0,0,1,0,0,118645
Texas,Travis,129969,10.2,1,8,2,0,1250884
Texas,Trinity,2477,16.8,0,0,0,0,14689
Texas,Tyler,3724,18.9,0,0,0,0,21524
Texas,Upshur,5243,12.6,0,1,0,0,41386
Texas,Upton,430,12.1,0,0,0,0,3651
Texas,Uvalde,4984,19.0,0,0,0,0,26899
Texas,Val Verde,7332,15.6,0,1,0,0,49018
Texas,Van Zandt,7302,12.9,0,1,0,0,55970
Texas,Victoria,14859,16.5,0,1,0,0,92044
Texas,Walker,9987,18.0,0,1,0,0,72295
Texas,Waller,6689,12.6,0,0,0,0,53626
Texas,Ward,1170,9.8,0,0,0,0,11745
Texas,Washington,3937,11.7,0,1,0,0,35275
Texas,Webb,54564,19.9,0,2,0,0,274847
Texas,Wharton,5675,13.8,0,0,0,0,41672
Texas,Wheeler,662,13.5,0,0,0,0,5187
Texas,Wichita,19233,16.0,0,1,0,0,132154
Texas,Wilbarger,1784,14.6,0,1,0,0,12717
Texas,Willacy,4393,24.7,0,0,0,0,21419
Texas,Williamson,34425,5.6,0,3,0,0,570437
Texas,Wilson,4847,9.4,0,0,0,0,50110
Texas,Winkler,918,11.8,0,0,0,0,7822
Texas,Wise,6982,10.0,0,1,0,0,67884
Texas,Wood,6015,13.5,0,0,0,0,45054
Texas,Yoakum,934,10.8,0,0,0,0,8612
Texas,Young,2610,14.8,0,1,0,0,17961
Texas,Zapata,3471,24.6,0,0,0,0,14243
Texas,Zavala,3094,27.2,0,0,0,0,11930
Utah,Beaver,514,7.7,0,0,0,0,6594
Utah,BoxElder,3817,6.8,0,1,0,0,54953
Utah,Cache,11607,9.2,0,1,0,0,126336
Utah,Carbon,2590,12.8,1,0,0,0,20401
Utah,Daggett,67,6.5,0,0,0,0,590
Utah,Davis,17794,5.0,0,0,0,0,350761
Utah,Duchesne,2076,10.6,0,0,0,0,19950
Utah,Emery,938,9.3,0,0,0,0,10099
Utah,Garfield,474,9.7,0,0,0,0,5000
Utah,Grand,1015,10.4,0,1,0,0,9698
Utah,Iron,7593,13.7,0,0,0,0,53148
Utah,Juab,926,7.7,0,0,0,0,11623
Utah,Kane,690,9.0,0,0,0,0,7658
Utah,Millard,1409,10.7,0,0,0,0,12963
Utah,Morgan,460,3.7,0,0,0,0,11950
Utah,Piute,219,15.3,0,0,0,0,1870
Utah,Rich,205,8.4,0,0,0,0,2415
Utah,SaltLake,79980,7.0,0,1,2,0,1146215
Utah,SanJuan,2782,18.6,0,0,0,0,15295
Utah,Sanpete,4030,14.1,0,0,0,0,30421
Utah,Sevier,2156,10.0,0,0,0,0,21475
Utah,Summit,1922,4.5,0,1,0,0,41680
Utah,Tooele,4224,5.7,0,0,0,0,69740
Utah,Uintah,3853,10.8,0,0,0,0,35736
Utah,Utah,49771,7.8,0,0,0,0,621506
Utah,Wasatch,1636,4.7,0,0,0,0,33053
Utah,Washington,12615,6.9,0,1,0,0,172127
Utah,Wayne,310,11.2,0,0,0,0,2698
Utah,Weber,18994,7.3,0,1,0,0,255284
Vermont,Addison,2865,8.4,0,0,0,0,36947
Vermont,Bennington,3536,10.4,0,1,0,1,35649
Vermont,Caledonia,3145,11.0,0,0,0,0,30027
Vermont,Chittenden,13194,8.5,0,1,0,2,163414
Vermont,Essex,775,12.7,0,0,0,0,6179
Vermont,Franklin,4345,8.9,0,0,0,0,49275
Vermont,GrandIsle,528,7.4,0,0,0,0,7075
Vermont,Lamoille,1990,8.1,0,0,0,0,25376
Vermont,Orange,2722,9.6,0,0,0,0,28873
Vermont,Orleans,2765,10.6,0,0,0,0,26843
Vermont,Rutland,6659,12.0,0,1,0,1,58527
Vermont,Washington,4454,8.0,0,0,0,1,58336
Vermont,Windham,4619,11.3,0,0,0,0,42628
Vermont,Windsor,4683,8.6,0,0,0,1,55191
Virginia,Accomack,5617,17.6,0,1,0,0,32560
Virginia,Albemarle,6602,6.3,0,0,0,2,108819
Virginia,Alexandria City,12537,8.0,0,1,0,0,158309
Virginia,Alleghany,1681,11.7,0,0,0,0,15030
Virginia,Amelia,1155,9.0,1,0,0,0,12970
Virginia,Amherst,3435,11.2,0,0,0,0,31782
Virginia,Appomattox,2010,12.6,1,0,0,0,15814
Virginia,Arlington,14273,6.0,0,1,0,2,236434
Virginia,Augusta,6074,8.3,0,0,0,0,75754
Virginia,Bath,455,11.2,0,0,0,0,4248
Virginia,Bedford,5417,6.8,0,1,0,0,78965
Virginia,Bland,674,12.1,0,0,0,0,6334
Virginia,Botetourt,2193,6.6,0,0,0,0,33440
Virginia,Bristolcity,2948,17.2,0,0,0,0,17059
Virginia,Brunswick,2785,20.2,0,0,0,0,16336
Virginia,Buchanan,4642,23.7,0,0,0,0,21374
Virginia,Buckingham,2519,16.8,1,0,0,0,17087
Virginia,Buena Vista City,824,14.0,0,0,0,0,6477
Virginia,Campbell,4874,8.9,0,1,0,0,55406
Virginia,Caroline,2950,9.8,0,0,0,0,30581
Virginia,Carroll,3945,13.2,0,0,0,0,29911
Virginia,Charles City,676,9.9,0,0,0,0,6965
Virginia,Charlotte,2001,17.2,0,0,0,0,11953
Virginia,Charlottesville City,7088,15.8,0,1,0,0,47217
Virginia,Chesapeake City,18288,7.6,0,1,0,0,242647
Virginia,Chesterfield,23305,6.6,0,1,0,0,348500
Virginia,Clarke,894,6.2,0,0,0,0,14498
Virginia,Colonial Heights City,1483,8.7,0,0,0,0,17283
Virginia,Covington City,817,14.8,0,0,0,0,5653
Virginia,Craig,525,10.4,0,0,0,0,5103
Virginia,Culpeper,4415,8.5,0,1,0,0,51935
Virginia,Cumberland,1337,13.5,0,0,0,0,9869
Virginia,Danville City,8468,22.1,0,1,0,0,40668
Virginia,Dickenson,2615,19.3,0,0,0,0,14524
Virginia,Dinwiddie,3117,11.1,0,0,0,0,28686
Virginia,Emporia City,959,19.1,0,0,0,0,5408
Virginia,Essex,1325,12.3,0,0,0,0,10960
Virginia,Fairfax,59990,5.3,0,5,0,1,1149439
Virginia,Fairfax City,1639,7.2,0,0,0,0,23312
Virginia,Falls Church City,488,3.3,0,1,0,0,14309
Virginia,Fauquier,4270,6.0,0,1,0,0,70353
Virginia,Floyd,1708,10.9,0,0,0,0,15766
Virginia,Fluvanna,1768,6.8,0,0,0,0,26873
Virginia,Franklin,6320,11.5,0,0,0,0,56231
Virginia,Franklin City,1392,18.1,0,0,0,0,8015
Virginia,Frederick,6658,7.4,0,0,0,0,88054
Virginia,Fredericksburg City,3279,12.2,0,2,0,0,29059
Virginia,Galaxcity,1125,18.8,0,1,0,0,6402
Virginia,Giles,1757,10.7,0,0,0,0,16760
Virginia,Gloucester,2931,7.9,0,0,0,0,37362
Virginia,Goochland,1351,5.8,0,0,0,0,23472
Virginia,Grayson,2346,16.2,0,0,0,0,15651
Virginia,Greene,1606,8.1,0,0,0,0,19734
Virginia,Greensville,1683,21.5,0,0,0,0,11403
Virginia,Halifax,5854,17.8,0,0,0,0,34295
Virginia,Hampton City,17494,13.4,0,0,0,0,135169
Virginia,Hanover,5266,5.0,0,0,0,0,106538
Virginia,Harrisonburg City,10113,22.2,0,1,0,0,53558
Virginia,Henrico,27328,8.3,0,1,0,0,330076
Virginia,Henry,6385,12.9,0,0,0,0,51032
Virginia,Highland,267,12.2,0,0,0,0,2202
Virginia,Hopewell City,3823,17.4,0,0,0,0,22500
Virginia,Isle of Wight,2845,7.6,0,0,0,0,37107
Virginia,James City,4937,6.5,0,1,0,0,76032
Virginia,King and Queen,767,11.1,0,0,0,0,7011
Virginia,King George,1611,6.0,0,0,0,0,26679
Virginia,King William,1083,6.2,0,0,0,0,16985
Virginia,Lancaster,1078,10.3,0,0,0,0,10686
Virginia,Lee,5667,26.0,0,0,0,0,23723
Virginia,Lexington City,838,18.5,0,1,0,0,7205
Virginia,Loudoun,13241,3.2,0,2,0,0,405312
Virginia,Louisa,3014,7.9,0,0,0,0,36654
Virginia,Lunenburg,1847,16.5,0,0,0,0,12294
Virginia,Lynchburg City,10926,15.5,0,0,0,0,80970
Virginia,Madison,1241,9.4,0,0,0,0,13208
Virginia,Manassas City,3196,7.9,0,1,0,0,41038
Virginia,Manassas Park City,1194,6.7,0,0,0,0,17548
Virginia,Martinsville City,2556,21.3,0,1,0,0,12646
Virginia,Mathews,738,8.5,0,0,0,0,8760
Virginia,Mecklenburg,4572,15.4,0,1,0,0,30726
Virginia,Middlesex,1181,11.6,0,0,0,0,10642
Virginia,Montgomery,17059,19.3,0,1,0,0,98495
Virginia,Nelson,1571,10.7,0,0,0,0,14812
Virginia,NewKent,1071,4.6,0,0,0,0,22310
Virginia,NewportNews City,24839,14.5,0,0,0,0,179582
Virginia,Norfolk City,36765,17.6,0,2,0,0,244300
Virginia,Northampton,1854,16.2,0,0,0,0,11826
Virginia,Northumberland,1487,12.3,0,0,0,0,12151
Virginia,Norton City,805,20.5,0,0,0,0,3969
Virginia,Nottoway,2470,19.2,0,0,0,0,15338
Virginia,Orange,3477,9.4,0,0,0,0,36501
Virginia,Page,2682,11.3,0,1,0,0,23862
Virginia,Patrick,2435,14.2,0,0,0,0,17660
Virginia,Petersburg City,6227,20.8,0,1,0,0,30791
Virginia,Pittsylvania,8227,14.0,0,0,0,0,60867
Virginia,Poquosoncity,571,4.7,0,0,0,0,12121
Virginia,Portsmouth City,14093,15.3,0,1,0,0,94961
Virginia,Powhatan,1523,5.3,0,0,0,0,29253
Virginia,Prince Edward,4470,23.6,0,1,0,0,22892
Virginia,Prince George,2853,8.2,0,0,0,0,38292
Virginia,Prince William,22884,4.9,0,1,0,0,466834
Virginia,Pulaski,4111,12.5,0,0,0,0,34113
Virginia,Radfordcity,3633,24.6,0,0,0,0,17833
Virginia,Rappahannock,645,8.9,0,0,0,0,7360
Virginia,Richmond,1179,16.0,0,0,0,2,8951
Virginia,Richmond City,39609,17.9,0,2,0,0,229233
Virginia,Roanoke,5499,6.0,0,0,0,1,94103
Virginia,Roanoke City,15511,15.9,0,1,0,0,99122
Virginia,Rockbridge,2333,10.5,0,0,0,0,22728
Virginia,Rockingham,6681,8.3,0,0,0,0,81138
Virginia,Russell,4278,16.2,0,0,0,0,26937
Virginia,Salem City,2087,9.0,0,0,0,0,25290
Virginia,Scott,3654,17.6,0,0,0,0,21761
Virginia,Shenandoah,4366,10.1,0,1,0,0,43441
Virginia,Smyth,4467,15.2,0,0,0,0,30539
Virginia,Southampton,2006,12.5,0,0,0,0,17829
Virginia,Spotsylvania,9039,6.6,0,0,0,0,134683
Virginia,Stafford,8148,5.4,0,0,0,0,150185
Virginia,Staunton City,2987,12.3,0,1,0,0,24660
Virginia,Suffolk City,8330,9.0,0,1,0,0,91383
Virginia,Surry,738,11.6,0,0,0,0,6459
Virginia,Sussex,1579,18.9,0,0,0,0,11202
Virginia,Tazewell,6357,16.4,0,0,0,0,41201
Virginia,Virginia Beach City,35860,8.1,0,1,0,0,450882
Virginia,Warren,4008,10.1,0,1,0,0,39888
Virginia,Washington,6856,13.2,0,0,0,0,54005
Virginia,Waynesboro city,2556,11.3,0,1,0,0,22300
Virginia,Westmoreland,2332,12.9,0,0,0,0,17873
Virginia,Williamsburg City,1847,16.8,0,0,0,0,15034
Virginia,Winchester City,3501,13.2,0,1,0,0,27912
Virginia,Wise,6984,20.3,0,0,0,0,38032
Virginia,Wythe,3400,12.0,0,0,0,0,28725
Virginia,York,3239,4.7,0,0,0,0,68389
Washington,Adams,2515,12.7,0,0,0,0,19702
Washington,Asotin,3176,14.1,0,0,0,0,22636
Washington,Benton,18527,9.1,0,2,0,1,200715
Washington,Chelan,6350,8.3,0,1,0,0,76653
Washington,Clallam,10194,13.3,0,2,0,1,76482
Washington,Clark,42918,8.7,0,3,0,1,481950
Washington,Columbia,502,12.6,0,0,0,0,4024
Washington,Cowlitz,13101,11.9,0,1,0,0,108399
Washington,Douglas,4539,10.5,0,0,0,0,42520
Washington,Ferry,1415,18.4,0,0,0,0,7643
Washington,Franklin,11608,12.4,0,0,0,0,93681
Washington,Garfield,257,11.4,0,0,0,0,2258
Washington,Grant,13339,13.6,0,3,0,0,96648
Washington,GraysHarbor,11045,15.1,0,1,0,0,73769
Washington,Island,5487,6.5,0,1,0,0,84187
Washington,Jefferson,3391,10.6,0,1,0,0,31825
Washington,King,169478,7.6,0,2,0,13,2225064
Washington,Kitsap,21851,8.3,0,2,0,1,268945
Washington,Kittitas,5962,12.9,0,1,0,0,47097
Washington,Klickitat,3150,14.0,0,1,0,0,22055
Washington,Lewis,10817,13.3,0,1,0,1,79430
Washington,Lincoln,1254,11.4,0,0,0,0,10732
Washington,Mason,8232,12.6,0,1,0,0,65326
Washington,Okanogan,8306,19.8,0,3,0,0,42080
Washington,Pacific,3094,13.6,0,0,0,0,22121
Washington,Pend Oreille,2054,14.7,0,0,0,0,13588
Washington,Pierce,77361,8.7,0,4,0,4,891862
Washington,San Juan,1667,9.6,0,0,0,0,16953
Washington,Skagit,12300,9.5,0,1,0,1,127442
Washington,Skamania,1278,10.6,0,0,0,0,11906
Washington,Snohomish,57832,7.1,0,3,0,3,811572
Washington,Spokane,69001,13.4,0,2,0,2,513402
Washington,Stevens,6881,15.0,0,1,0,0,45233
Washington,Thurston,28058,9.7,0,1,0,1,284698
Washington,Wahkiakum,478,10.7,0,0,0,0,4318
Washington,Walla Walla,7320,12.9,0,1,0,1,60785
Washington,Whatcom,26423,11.7,0,1,0,1,224538
Washington,Whitman,6713,15.7,0,0,0,1,49577
Washington,Yakima,36781,14.8,0,5,0,1,250649
WestVirginia,Barbour,3221,20.8,0,0,0,0,16543
WestVirginia,Berkeley,12137,10.0,0,0,0,0,117615
WestVirginia,Boone,3700,17.8,0,0,0,0,21897
WestVirginia,Braxton,2356,17.8,0,0,0,0,14032
WestVirginia,Brooke,2502,11.9,0,0,0,0,22162
WestVirginia,Cabell,17499,19.9,1,1,0,0,93328
WestVirginia,Calhoun,1380,20.0,0,0,0,0,7185
WestVirginia,Clay,1920,23.3,0,0,0,0,8599
WestVirginia,Doddridge,1229,17.0,0,0,0,0,8499
WestVirginia,Fayette,8352,20.8,0,0,0,0,43087
WestVirginia,Gilmer,1384,23.0,0,0,0,0,7970
WestVirginia,Grant,1508,13.3,0,1,0,0,11565
WestVirginia,Greenbrier,5987,17.8,0,0,0,0,34893
WestVirginia,Hampshire,3118,13.7,0,0,0,0,23304
WestVirginia,Hancock,3380,12.0,0,0,0,0,29118
WestVirginia,Hardy,1824,13.5,0,0,0,0,13789
WestVirginia,Harrison,8940,13.6,0,1,0,0,67620
WestVirginia,Jackson,4000,14.2,0,0,0,0,28793
WestVirginia,Jefferson,4392,7.8,0,1,0,0,56922
WestVirginia,Kanawha,27150,15.7,0,2,1,0,181014
WestVirginia,Lewis,2152,13.9,0,0,0,0,16024
WestVirginia,Lincoln,4093,20.6,0,0,0,0,20617
WestVirginia,Logan,6875,22.3,0,0,0,0,32593
WestVirginia,Marion,7210,13.2,0,1,0,0,56233
WestVirginia,Marshall,4042,13.7,0,0,0,0,30900
WestVirginia,Mason,4378,17.1,0,0,0,0,26700
WestVirginia,McDowell,5325,31.8,0,0,0,0,18083
WestVirginia,Mercer,8583,15.1,0,1,0,0,59370
WestVirginia,Mineral,3608,13.8,0,1,0,0,27047
WestVirginia,Mingo,5676,24.9,0,0,0,0,23808
WestVirginia,Monongalia,15281,15.2,1,1,0,0,106196
WestVirginia,Monroe,2012,15.3,0,0,0,0,13344
WestVirginia,Morgan,1938,11.0,0,0,0,0,17800
WestVirginia,Nicholas,4569,19.0,0,0,0,0,24857
WestVirginia,Ohio,7041,18.1,0,0,0,0,41875
WestVirginia,Pendleton,784,11.5,0,0,0,0,6968
WestVirginia,Pleasants,875,13.0,0,0,0,0,7457
WestVirginia,Pocahontas,1418,18.1,0,0,0,0,8382
WestVirginia,Preston,4940,15.7,0,0,0,0,33610
WestVirginia,Putnam,5520,9.9,0,0,0,0,56604
WestVirginia,Raleigh,15070,21.8,0,1,0,0,74452
WestVirginia,Randolph,3936,15.2,0,0,0,0,28763
WestVirginia,Ritchie,1531,16.4,0,1,0,0,9747
WestVirginia,Roane,2756,20.7,0,0,0,0,13831
WestVirginia,Summers,2413,21.1,0,0,0,0,12710
WestVirginia,Taylor,2213,13.7,0,0,0,0,16817
WestVirginia,Tucker,912,13.8,0,0,0,0,6943
WestVirginia,Tyler,1216,14.4,0,0,0,0,8736
WestVirginia,Upshur,3913,17.1,0,2,0,0,24451
WestVirginia,Wayne,6644,17.1,0,0,0,0,39952
WestVirginia,Webster,1890,23.7,0,0,0,0,8289
WestVirginia,Wetzel,2342,15.9,0,0,0,0,15291
WestVirginia,Wirt,1023,18.0,0,0,0,0,5764
WestVirginia,Wood,11757,14.4,0,1,0,0,84387
WestVirginia,Wyoming,4260,21.3,0,0,0,0,20890
Wisconsin,Adams,2389,12.3,0,0,0,0,20208
Wisconsin,Ashland,1845,12.5,0,1,0,0,15524
Wisconsin,Barron,4466,10.0,0,1,0,0,45182
Wisconsin,Bayfield,1655,11.0,0,0,0,0,15088
Wisconsin,Brown,21896,8.5,1,1,0,0,262559
Wisconsin,Buffalo,1037,8.0,0,0,0,0,13087
Wisconsin,Burnett,1644,10.7,0,0,0,0,15363
Wisconsin,Calumet,2267,4.5,0,0,0,0,50005
Wisconsin,Chippewa,5805,9.4,0,0,0,0,64175
Wisconsin,Clark,4471,13.1,0,0,0,0,34668
Wisconsin,Columbia,3873,6.9,0,1,0,0,57331
Wisconsin,Crawford,2026,13.3,0,2,0,0,16155
Wisconsin,Dane,51956,9.6,0,3,1,0,542459
Wisconsin,Dodge,5822,7.2,0,1,0,0,87569
Wisconsin,Door,2159,7.8,0,0,0,0,27621
Wisconsin,Douglas,4236,10.0,0,1,0,0,43497
Wisconsin,Dunn,4267,10.1,1,0,0,0,45029
Wisconsin,Eau Claire,9830,9.8,0,1,0,0,104132
Wisconsin,Florence,447,10.6,0,0,0,0,4312
Wisconsin,Fond du Lac,7562,7.6,0,1,0,0,102654
Wisconsin,Forest,1055,12.0,0,0,0,0,9003
Wisconsin,Grant,5616,12.0,0,1,0,0,51570
Wisconsin,Green,2666,7.4,1,0,0,0,36790
Wisconsin,Green Lake,1819,9.7,0,0,0,0,18807
Wisconsin,Iowa,1695,7.2,0,0,0,0,23632
Wisconsin,Iron,624,11.2,0,0,0,0,5679
Wisconsin,Jackson,2460,12.7,0,0,0,0,20556
Wisconsin,Jefferson,6003,7.3,0,1,0,0,84837
Wisconsin,Juneau,3049,11.9,0,0,0,0,26603
Wisconsin,Kenosha,18137,11.0,0,3,0,0,168998
Wisconsin,Kewaunee,1355,6.7,0,0,0,0,20398
Wisconsin,LaCrosse,11307,10.0,0,2,0,0,118168
Wisconsin,Lafayette,1458,8.8,0,0,0,0,16682
Wisconsin,Langlade,2012,10.7,0,0,0,0,19167
Wisconsin,Lincoln,2062,7.7,0,0,0,0,27687
Wisconsin,Manitowoc,6126,7.9,0,1,0,0,78977
Wisconsin,Marathon,8986,6.7,0,1,0,0,135485
Wisconsin,Marinette,3738,9.4,0,1,0,0,40312
Wisconsin,Marquette,1594,10.3,0,0,0,0,15380
Wisconsin,Menominee,1012,22.6,0,0,0,0,4566
Wisconsin,Milwaukee,175538,19.0,0,8,2,0,949180
Wisconsin,Monroe,4767,10.5,0,0,0,0,46155
Wisconsin,Oconto,2897,7.6,0,0,0,0,37870
Wisconsin,Oneida,2749,7.8,0,1,0,0,35480
Wisconsin,Outagamie,12271,6.6,1,2,0,0,186829
Wisconsin,Ozaukee,3786,4.3,0,0,0,0,89179
Wisconsin,Pepin,654,9.1,0,0,0,0,7261
Wisconsin,Pierce,2901,7.3,0,1,0,0,42336
Wisconsin,Polk,3835,8.9,1,0,0,0,43549
Wisconsin,Portage,5633,8.3,0,1,0,0,70822
Wisconsin,Price,1459,11.2,0,0,0,0,13351
Wisconsin,Racine,17971,9.4,0,2,0,0,195859
Wisconsin,Richland,2282,13.4,0,0,0,0,17408
Wisconsin,Rock,14946,9.3,0,2,0,0,162532
Wisconsin,Rusk,1619,11.7,0,1,0,0,14074
Wisconsin,Sauk,5151,8.1,0,0,0,0,64152
Wisconsin,Sawyer,2013,12.3,0,1,0,0,16477
Wisconsin,Shawano,4147,10.3,0,0,0,0,40813
Wisconsin,Sheboygan,8529,7.6,0,1,0,0,115152
Wisconsin,St. Croix,4421,4.9,0,0,0,0,89702
Wisconsin,Taylor,1920,9.6,0,1,0,0,20320
Wisconsin,Trempealeau,2140,7.3,0,0,0,0,29525
Wisconsin,Vernon,3642,11.9,0,1,0,0,30759
Wisconsin,Vilas,2136,9.7,0,0,0,0,21923
Wisconsin,Walworth,8418,8.3,0,1,0,0,103391
Wisconsin,Washburn,1615,10.4,0,0,0,0,15726
Wisconsin,Washington,6937,5.1,0,1,0,0,135529
Wisconsin,Waukesha,16952,4.2,0,3,0,0,402637
Wisconsin,Waupaca,3920,8.0,0,0,0,0,50997
Wisconsin,Waushara,2417,10.5,0,0,0,0,24256
Wisconsin,Winnebago,14219,8.7,0,1,0,0,170924
Wisconsin,Wood,6732,9.4,0,2,0,0,72892
Wyoming,Albany,5635,15.3,0,1,0,0,38664
Wyoming,BigHorn,1311,11.5,0,0,0,0,11809
Wyoming,Campbell,3340,7.3,0,1,0,0,46958
Wyoming,Carbon,1453,10.4,0,0,0,0,15073
Wyoming,Converse,1120,8.2,0,0,0,0,13842
Wyoming,Crook,551,7.3,0,0,0,0,7502
Wyoming,Fremont,5772,15.0,0,1,0,0,39711
Wyoming,Goshen,1535,12.8,0,0,0,0,13301
Wyoming,HotSprings,473,10.9,0,0,0,0,4550
Wyoming,Johnson,757,8.9,0,0,0,0,8518
Wyoming,Laramie,7242,7.4,0,1,0,0,99272
Wyoming,Lincoln,1395,6.9,0,1,0,0,19640
Wyoming,Natrona,7420,9.4,0,1,0,0,80067
Wyoming,Niobrara,255,12.6,0,0,0,0,2377
Wyoming,Park,2368,8.2,0,2,0,0,29273
Wyoming,Platte,835,9.9,0,0,0,0,8572
Wyoming,Sheridan,2839,9.5,0,1,0,0,30397
Wyoming,Sublette,610,6.2,0,1,0,0,9865
Wyoming,Sweetwater,3187,7.6,0,1,0,0,43352
Wyoming,Teton,1207,5.2,0,1,1,0,23356
Wyoming,Uinta,1697,8.5,0,0,0,0,20374
Wyoming,Washakie,739,9.7,0,0,0,0,7933
Wyoming,Weston,679,10.6,0,0,0,0,6942
